NAME,GEO_ID,B23025_001E,B23025_002E,B23025_003E,B23025_004E,B23025_005E,B23025_006E,B23025_007E,state,county,tract,block group
"Block Group 3, Census Tract 502.05, York County, Virginia",511990502053,1346,798,699,692,7,99,548,51,199,50205,3
"Block Group 1, Census Tract 2012.04, Alexandria city, Virginia",515102012041,1316,1139,1139,1139,0,0,177,51,510,201204,1
"Block Group 3, Census Tract 9306.01, Buena Vista city, Virginia",515309306013,1192,653,635,629,6,18,539,51,530,930601,3
"Block Group 3, Census Tract 200.03, Chesapeake city, Virginia",515500200033,777,459,415,399,16,44,318,51,550,20003,3
"Block Group 3, Census Tract 209.12, Chesapeake city, Virginia",515500209123,1272,783,647,647,0,136,489,51,550,20912,3
"Block Group 1, Census Tract 215.03, Chesapeake city, Virginia",515500215031,1385,884,884,884,0,0,501,51,550,21503,1
"Block Group 1, Census Tract 602, Covington city, Virginia",515800602001,622,207,207,207,0,0,415,51,580,60200,1
"Block Group 1, Census Tract 3002, Fairfax city, Virginia",516003002001,717,438,438,414,24,0,279,51,600,300200,1
"Block Group 3, Census Tract 103.04, Hampton city, Virginia",516500103043,1127,1000,758,758,0,242,127,51,650,10304,3
"Block Group 3, Census Tract 116, Hampton city, Virginia",516500116003,346,202,188,172,16,14,144,51,650,11600,3
"Block Group 2, Census Tract 11, Lynchburg city, Virginia",516800011002,428,316,305,278,27,11,112,51,680,1100,2
"Block Group 1, Census Tract 311, Newport News city, Virginia",517000311001,1448,1075,1010,998,12,65,373,51,700,31100,1
"Block Group 2, Census Tract 316.04, Newport News city, Virginia",517000316042,458,312,312,299,13,0,146,51,700,31604,2
"Block Group 2, Census Tract 322.11, Newport News city, Virginia",517000322112,1217,695,642,606,36,53,522,51,700,32211,2
"Block Group 3, Census Tract 5, Norfolk city, Virginia",517100005003,281,165,165,159,6,0,116,51,710,500,3
"Block Group 4, Census Tract 29, Norfolk city, Virginia",517100029004,1112,766,736,625,111,30,346,51,710,2900,4
"Block Group 2, Census Tract 66.02, Norfolk city, Virginia",517100066022,1758,1018,987,912,75,31,740,51,710,6602,2
"Block Group 1, Census Tract 9601, Norton city, Virginia",517209601001,1018,606,606,562,44,0,412,51,720,960100,1
"Block Group 3, Census Tract 302, Richmond city, Virginia",517600302003,1274,866,866,805,61,0,408,51,760,30200,3
"Block Group 2, Census Tract 605.02, Richmond city, Virginia",517600605022,896,468,468,468,0,0,428,51,760,60502,2
"Block Group 3, Census Tract 709.02, Richmond city, Virginia",517600709023,955,766,751,727,24,15,189,51,760,70902,3
"Block Group 2, Census Tract 6.02, Roanoke city, Virginia",517700006022,1201,926,926,903,23,0,275,51,770,602,2
"Block Group 2, Census Tract 752.03, Suffolk city, Virginia",518000752032,1174,877,843,833,10,34,297,51,800,75203,2
"Block Group 4, Census Tract 454.14, Virginia Beach city, Virginia",518100454144,951,524,428,406,22,96,427,51,810,45414,4
"Block Group 1, Census Tract 458.05, Virginia Beach city, Virginia",518100458051,974,546,502,490,12,44,428,51,810,45805,1
"Block Group 2, Census Tract 462.07, Virginia Beach city, Virginia",518100462072,1212,840,778,742,36,62,372,51,810,46207,2
"Block Group 4, Census Tract 462.11, Virginia Beach city, Virginia",518100462114,507,383,355,345,10,28,124,51,810,46211,4
"Block Group 2, Census Tract 1.01, Winchester city, Virginia",518400001012,1007,814,814,792,22,0,193,51,840,101,2
"Block Group 2, Census Tract 1009.29, Chesterfield County, Virginia",510411009292,1930,1452,1452,1440,12,0,478,51,41,100929,2
"Block Group 1, Census Tract 1009.30, Chesterfield County, Virginia",510411009301,713,533,533,505,28,0,180,51,41,100930,1
"Block Group 3, Census Tract 1009.31, Chesterfield County, Virginia",510411009313,2001,1387,1387,1373,14,0,614,51,41,100931,3
"Block Group 1, Census Tract 1009.33, Chesterfield County, Virginia",510411009331,755,651,644,644,0,7,104,51,41,100933,1
"Block Group 2, Census Tract 1009.34, Chesterfield County, Virginia",510411009342,1529,1253,1253,1129,124,0,276,51,41,100934,2
"Block Group 1, Census Tract 1009.35, Chesterfield County, Virginia",510411009351,1271,696,696,696,0,0,575,51,41,100935,1
"Block Group 2, Census Tract 1009.36, Chesterfield County, Virginia",510411009362,1971,1104,1104,1054,50,0,867,51,41,100936,2
"Block Group 1, Census Tract 1009.38, Chesterfield County, Virginia",510411009381,2184,1100,1047,1013,34,53,1084,51,41,100938,1
"Block Group 2, Census Tract 1010.03, Chesterfield County, Virginia",510411010032,2001,1650,1627,1522,105,23,351,51,41,101003,2
"Block Group 1, Census Tract 1010.12, Chesterfield County, Virginia",510411010121,1503,1263,1263,1179,84,0,240,51,41,101012,1
"Block Group 1, Census Tract 1010.13, Chesterfield County, Virginia",510411010131,1246,812,812,785,27,0,434,51,41,101013,1
"Block Group 1, Census Tract 1010.15, Chesterfield County, Virginia",510411010151,2079,1311,1311,1300,11,0,768,51,41,101015,1
"Block Group 1, Census Tract 101.01, Clarke County, Virginia",510430101011,1682,797,797,729,68,0,885,51,43,10101,1
"Block Group 1, Census Tract 101.02, Clarke County, Virginia",510430101021,1203,819,819,793,26,0,384,51,43,10102,1
"Block Group 1, Census Tract 102, Clarke County, Virginia",510430102001,1450,889,889,878,11,0,561,51,43,10200,1
"Block Group 1, Census Tract 103, Clarke County, Virginia",510430103001,1437,930,930,914,16,0,507,51,43,10300,1
"Block Group 1, Census Tract 501, Craig County, Virginia",510450501001,1030,544,544,528,16,0,486,51,45,50100,1
"Block Group 4, Census Tract 501, Craig County, Virginia",510450501004,404,323,323,323,0,0,81,51,45,50100,4
"Block Group 1, Census Tract 9301.03, Culpeper County, Virginia",510479301031,2249,1477,1477,1451,26,0,772,51,47,930103,1
"Block Group 1, Census Tract 9301.04, Culpeper County, Virginia",510479301041,1233,861,861,861,0,0,372,51,47,930104,1
"Block Group 2, Census Tract 9302.02, Culpeper County, Virginia",510479302022,1502,975,975,953,22,0,527,51,47,930202,2
"Block Group 2, Census Tract 9302.03, Culpeper County, Virginia",510479302032,1682,1136,1136,1085,51,0,546,51,47,930203,2
"Block Group 1, Census Tract 9303, Culpeper County, Virginia",510479303001,760,628,628,550,78,0,132,51,47,930300,1
"Block Group 4, Census Tract 9303, Culpeper County, Virginia",510479303004,1986,1280,1280,1280,0,0,706,51,47,930300,4
"Block Group 1, Census Tract 401, Dickenson County, Virginia",510510401001,712,203,203,150,53,0,509,51,51,40100,1
"Block Group 4, Census Tract 401, Dickenson County, Virginia",510510401004,988,530,530,515,15,0,458,51,51,40100,4
"Block Group 3, Census Tract 402, Dickenson County, Virginia",510510402003,743,333,333,325,8,0,410,51,51,40200,3
"Block Group 3, Census Tract 403, Dickenson County, Virginia",510510403003,662,385,385,380,5,0,277,51,51,40300,3
"Block Group 1, Census Tract 404, Dickenson County, Virginia",510510404001,755,278,278,264,14,0,477,51,51,40400,1
"Block Group 4, Census Tract 404, Dickenson County, Virginia",510510404004,571,232,232,232,0,0,339,51,51,40400,4
"Block Group 1, Census Tract 8401.02, Dinwiddie County, Virginia",510538401021,950,729,729,596,133,0,221,51,53,840102,1
"Block Group 1, Census Tract 8402, Dinwiddie County, Virginia",510538402001,1293,828,828,755,73,0,465,51,53,840200,1
"Block Group 1, Census Tract 8403, Dinwiddie County, Virginia",510538403001,1615,1113,1113,1015,98,0,502,51,53,840300,1
"Block Group 4, Census Tract 8403, Dinwiddie County, Virginia",510538403004,1735,1238,1238,1149,89,0,497,51,53,840300,4
"Block Group 2, Census Tract 8405, Dinwiddie County, Virginia",510538405002,969,430,430,409,21,0,539,51,53,840500,2
"Block Group 1, Census Tract 8406.02, Dinwiddie County, Virginia",510538406021,974,636,636,636,0,0,338,51,53,840602,1
"Block Group 1, Census Tract 9506, Essex County, Virginia",510579506001,904,455,455,431,24,0,449,51,57,950600,1
"Block Group 1, Census Tract 9507, Essex County, Virginia",510579507001,1413,882,882,807,75,0,531,51,57,950700,1
"Block Group 3, Census Tract 9507, Essex County, Virginia",510579507003,784,522,496,402,94,26,262,51,57,950700,3
"Block Group 1, Census Tract 4154.02, Fairfax County, Virginia",510594154021,745,461,442,433,9,19,284,51,59,415402,1
"Block Group 1, Census Tract 4155, Fairfax County, Virginia",510594155001,1409,951,872,856,16,79,458,51,59,415500,1
"Block Group 2, Census Tract 2104.01, Pulaski County, Virginia",511552104012,386,223,223,166,57,0,163,51,155,210401,2
"Block Group 2, Census Tract 2104.02, Pulaski County, Virginia",511552104022,946,799,799,799,0,0,147,51,155,210402,2
"Block Group 3, Census Tract 2105, Pulaski County, Virginia",511552105003,414,225,225,216,9,0,189,51,155,210500,3
"Block Group 3, Census Tract 2106, Pulaski County, Virginia",511552106003,1123,648,648,648,0,0,475,51,155,210600,3
"Block Group 2, Census Tract 2107, Pulaski County, Virginia",511552107002,1018,632,632,617,15,0,386,51,155,210700,2
"Block Group 1, Census Tract 9802, Pulaski County, Virginia",511559802001,0,0,0,0,0,0,0,51,155,980200,1
"Block Group 1, Census Tract 9502, Rappahannock County, Virginia",511579502001,867,481,481,481,0,0,386,51,157,950200,1
"Block Group 4, Census Tract 9502, Rappahannock County, Virginia",511579502004,1011,615,615,516,99,0,396,51,157,950200,4
"Block Group 3, Census Tract 401, Richmond County, Virginia",511590401003,1390,458,458,430,28,0,932,51,159,40100,3
"Block Group 2, Census Tract 302.07, Roanoke County, Virginia",511610302072,1234,762,762,733,29,0,472,51,161,30207,2
"Block Group 3, Census Tract 303, Roanoke County, Virginia",511610303003,1259,679,679,679,0,0,580,51,161,30300,3
"Block Group 1, Census Tract 306.01, Roanoke County, Virginia",511610306011,1522,1034,1034,1019,15,0,488,51,161,30601,1
"Block Group 1, Census Tract 306.02, Roanoke County, Virginia",511610306021,1830,1071,1071,1010,61,0,759,51,161,30602,1
"Block Group 3, Census Tract 307.01, Roanoke County, Virginia",511610307013,1464,938,938,915,23,0,526,51,161,30701,3
"Block Group 2, Census Tract 307.02, Roanoke County, Virginia",511610307022,1440,873,873,821,52,0,567,51,161,30702,2
"Block Group 1, Census Tract 308.02, Roanoke County, Virginia",511610308021,580,281,281,256,25,0,299,51,161,30802,1
"Block Group 4, Census Tract 308.02, Roanoke County, Virginia",511610308024,916,723,723,723,0,0,193,51,161,30802,4
"Block Group 1, Census Tract 308.04, Roanoke County, Virginia",511610308041,1703,1130,1130,1130,0,0,573,51,161,30804,1
"Block Group 3, Census Tract 309, Roanoke County, Virginia",511610309003,478,414,414,414,0,0,64,51,161,30900,3
"Block Group 1, Census Tract 310, Roanoke County, Virginia",511610310001,1307,632,632,592,40,0,675,51,161,31000,1
"Block Group 1, Census Tract 311.01, Roanoke County, Virginia",511610311011,886,658,658,611,47,0,228,51,161,31101,1
"Block Group 3, Census Tract 311.01, Roanoke County, Virginia",511610311013,1085,747,747,725,22,0,338,51,161,31101,3
"Block Group 1, Census Tract 312.01, Roanoke County, Virginia",511610312011,1824,1173,1173,1153,20,0,651,51,161,31201,1
"Block Group 1, Census Tract 312.02, Roanoke County, Virginia",511610312021,1029,711,711,711,0,0,318,51,161,31202,1
"Block Group 4, Census Tract 312.02, Roanoke County, Virginia",511610312024,1477,804,804,788,16,0,673,51,161,31202,4
"Block Group 1, Census Tract 9304, Rockbridge County, Virginia",511639304001,812,401,401,390,11,0,411,51,163,930400,1
"Block Group 4, Census Tract 9304, Rockbridge County, Virginia",511639304004,744,382,382,374,8,0,362,51,163,930400,4
"Block Group 1, Census Tract 102, Rockingham County, Virginia",511650102001,982,642,642,631,11,0,340,51,165,10200,1
"Block Group 1, Census Tract 103.01, Rockingham County, Virginia",511650103011,1590,1120,1120,1084,36,0,470,51,165,10301,1
"Block Group 3, Census Tract 103.02, Rockingham County, Virginia",511650103023,1101,691,691,650,41,0,410,51,165,10302,3
"Block Group 1, Census Tract 105, Rockingham County, Virginia",511650105001,1044,551,551,530,21,0,493,51,165,10500,1
"Block Group 2, Census Tract 106, Rockingham County, Virginia",511650106002,1219,901,901,889,12,0,318,51,165,10600,2
"Block Group 1, Census Tract 108.01, Rockingham County, Virginia",511650108011,1793,1289,1289,1184,105,0,504,51,165,10801,1
"Block Group 2, Census Tract 108.02, Rockingham County, Virginia",511650108022,1389,793,793,790,3,0,596,51,165,10802,2
"Block Group 1, Census Tract 110, Rockingham County, Virginia",511650110001,822,399,399,358,41,0,423,51,165,11000,1
"Block Group 1, Census Tract 111, Rockingham County, Virginia",511650111001,1258,717,717,712,5,0,541,51,165,11100,1
"Block Group 1, Census Tract 112, Rockingham County, Virginia",511650112001,745,406,402,402,0,4,339,51,165,11200,1
"Block Group 1, Census Tract 114, Rockingham County, Virginia",511650114001,791,524,524,524,0,0,267,51,165,11400,1
"Block Group 4, Census Tract 114, Rockingham County, Virginia",511650114004,1020,400,400,389,11,0,620,51,165,11400,4
"Block Group 2, Census Tract 115, Rockingham County, Virginia",511650115002,1431,711,711,682,29,0,720,51,165,11500,2
"Block Group 2, Census Tract 120, Rockingham County, Virginia",511650120002,1082,611,611,576,35,0,471,51,165,12000,2
"Block Group 2, Census Tract 458.03, Virginia Beach city, Virginia",518100458032,1699,1065,967,967,0,98,634,51,810,45803,2
"Block Group 2, Census Tract 458.06, Virginia Beach city, Virginia",518100458062,739,521,521,511,10,0,218,51,810,45806,2
"Block Group 1, Census Tract 458.08, Virginia Beach city, Virginia",518100458081,2218,1647,1399,1340,59,248,571,51,810,45808,1
"Block Group 2, Census Tract 460.09, Virginia Beach city, Virginia",518100460092,1051,753,726,719,7,27,298,51,810,46009,2
"Block Group 1, Census Tract 460.10, Virginia Beach city, Virginia",518100460101,498,285,275,265,10,10,213,51,810,46010,1
"Block Group 1, Census Tract 460.13, Virginia Beach city, Virginia",518100460131,1728,1310,1220,1209,11,90,418,51,810,46013,1
"Block Group 1, Census Tract 460.14, Virginia Beach city, Virginia",518100460141,1638,1329,1292,1292,0,37,309,51,810,46014,1
"Block Group 1, Census Tract 460.15, Virginia Beach city, Virginia",518100460151,1264,961,886,803,83,75,303,51,810,46015,1
"Block Group 4, Census Tract 460.15, Virginia Beach city, Virginia",518100460154,563,425,413,363,50,12,138,51,810,46015,4
"Block Group 2, Census Tract 460.17, Virginia Beach city, Virginia",518100460172,274,214,170,170,0,44,60,51,810,46017,2
"Block Group 3, Census Tract 460.18, Virginia Beach city, Virginia",518100460183,725,480,410,410,0,70,245,51,810,46018,3
"Block Group 2, Census Tract 460.19, Virginia Beach city, Virginia",518100460192,1282,951,760,706,54,191,331,51,810,46019,2
"Block Group 1, Census Tract 462.04, Virginia Beach city, Virginia",518100462041,2022,1261,1139,1052,87,122,761,51,810,46204,1
"Block Group 2, Census Tract 462.06, Virginia Beach city, Virginia",518100462062,2148,1416,1358,1326,32,58,732,51,810,46206,2
"Block Group 1, Census Tract 462.07, Virginia Beach city, Virginia",518100462071,2267,1573,1475,1411,64,98,694,51,810,46207,1
"Block Group 4, Census Tract 462.07, Virginia Beach city, Virginia",518100462074,403,340,320,299,21,20,63,51,810,46207,4
"Block Group 2, Census Tract 462.11, Virginia Beach city, Virginia",518100462112,620,374,364,356,8,10,246,51,810,46211,2
"Block Group 1, Census Tract 462.17, Virginia Beach city, Virginia",518100462171,932,676,655,585,70,21,256,51,810,46217,1
"Block Group 1, Census Tract 462.19, Virginia Beach city, Virginia",518100462191,1616,1281,1137,1110,27,144,335,51,810,46219,1
"Block Group 2, Census Tract 462.20, Virginia Beach city, Virginia",518100462202,1529,910,846,846,0,64,619,51,810,46220,2
"Block Group 2, Census Tract 462.21, Virginia Beach city, Virginia",518100462212,968,736,736,685,51,0,232,51,810,46221,2
"Block Group 2, Census Tract 462.22, Virginia Beach city, Virginia",518100462222,497,368,358,358,0,10,129,51,810,46222,2
"Block Group 5, Census Tract 462.22, Virginia Beach city, Virginia",518100462225,525,244,223,223,0,21,281,51,810,46222,5
"Block Group 3, Census Tract 462.23, Virginia Beach city, Virginia",518100462233,600,362,327,327,0,35,238,51,810,46223,3
"Block Group 3, Census Tract 462.24, Virginia Beach city, Virginia",518100462243,1159,871,758,728,30,113,288,51,810,46224,3
"Block Group 3, Census Tract 462.25, Virginia Beach city, Virginia",518100462253,1655,1390,1275,1268,7,115,265,51,810,46225,3
"Block Group 3, Census Tract 464, Virginia Beach city, Virginia",518100464003,885,571,555,536,19,16,314,51,810,46400,3
"Block Group 1, Census Tract 31, Waynesboro city, Virginia",518200031001,791,498,490,490,0,8,293,51,820,3100,1
"Block Group 3, Census Tract 32, Waynesboro city, Virginia",518200032003,531,319,319,248,71,0,212,51,820,3200,3
"Block Group 2, Census Tract 33, Waynesboro city, Virginia",518200033002,852,420,420,392,28,0,432,51,820,3300,2
"Block Group 1, Census Tract 34, Waynesboro city, Virginia",518200034001,1798,1270,1270,1255,15,0,528,51,820,3400,1
"Block Group 1, Census Tract 1.01, Winchester city, Virginia",518400001011,1173,862,862,862,0,0,311,51,840,101,1
"Block Group 1, Census Tract 1.02, Winchester city, Virginia",518400001021,671,380,380,369,11,0,291,51,840,102,1
"Block Group 4, Census Tract 1.02, Winchester city, Virginia",518400001024,874,714,714,714,0,0,160,51,840,102,4
"Block Group 3, Census Tract 2.01, Winchester city, Virginia",518400002013,538,423,423,402,21,0,115,51,840,201,3
"Block Group 2, Census Tract 2.02, Winchester city, Virginia",518400002022,577,437,437,437,0,0,140,51,840,202,2
"Block Group 5, Census Tract 2.02, Winchester city, Virginia",518400002025,980,445,414,414,0,31,535,51,840,202,5
"Block Group 2, Census Tract 3.01, Winchester city, Virginia",518400003012,2570,1861,1861,1560,301,0,709,51,840,301,2
"Block Group 1, Census Tract 3.02, Winchester city, Virginia",518400003021,1136,783,783,745,38,0,353,51,840,302,1
"Block Group 4, Census Tract 3.02, Winchester city, Virginia",518400003024,1201,729,660,455,205,69,472,51,840,302,4
"Block Group 4, Census Tract 4155, Fairfax County, Virginia",510594155004,1505,650,650,546,104,0,855,51,59,415500,4
"Block Group 1, Census Tract 4157, Fairfax County, Virginia",510594157001,878,601,562,542,20,39,277,51,59,415700,1
"Block Group 2, Census Tract 4158, Fairfax County, Virginia",510594158002,1285,868,829,778,51,39,417,51,59,415800,2
"Block Group 1, Census Tract 4159, Fairfax County, Virginia",510594159001,737,517,517,517,0,0,220,51,59,415900,1
"Block Group 2, Census Tract 4160, Fairfax County, Virginia",510594160002,2472,1951,1923,1796,127,28,521,51,59,416000,2
"Block Group 2, Census Tract 4161, Fairfax County, Virginia",510594161002,1021,593,586,566,20,7,428,51,59,416100,2
"Block Group 1, Census Tract 4163, Fairfax County, Virginia",510594163001,680,493,488,464,24,5,187,51,59,416300,1
"Block Group 2, Census Tract 4201, Fairfax County, Virginia",510594201002,2800,1526,1498,1378,120,28,1274,51,59,420100,2
"Block Group 3, Census Tract 4202.01, Fairfax County, Virginia",510594202013,934,808,747,618,129,61,126,51,59,420201,3
"Block Group 1, Census Tract 4202.03, Fairfax County, Virginia",510594202031,2375,1684,1655,1603,52,29,691,51,59,420203,1
"Block Group 3, Census Tract 4203, Fairfax County, Virginia",510594203003,609,560,536,536,0,24,49,51,59,420300,3
"Block Group 2, Census Tract 4204, Fairfax County, Virginia",510594204002,1379,1177,1146,1128,18,31,202,51,59,420400,2
"Block Group 2, Census Tract 4205.02, Fairfax County, Virginia",510594205022,580,575,498,490,8,77,5,51,59,420502,2
"Block Group 2, Census Tract 4211.01, Fairfax County, Virginia",510594211012,2883,2077,2077,2015,62,0,806,51,59,421101,2
"Block Group 2, Census Tract 4211.02, Fairfax County, Virginia",510594211022,1584,1150,1055,1020,35,95,434,51,59,421102,2
"Block Group 3, Census Tract 4211.03, Fairfax County, Virginia",510594211033,600,476,476,466,10,0,124,51,59,421103,3
"Block Group 1, Census Tract 4213, Fairfax County, Virginia",510594213001,2194,1552,1487,1397,90,65,642,51,59,421300,1
"Block Group 2, Census Tract 4214, Fairfax County, Virginia",510594214002,1114,808,808,763,45,0,306,51,59,421400,2
"Block Group 5, Census Tract 4214, Fairfax County, Virginia",510594214005,1697,1295,1295,1283,12,0,402,51,59,421400,5
"Block Group 3, Census Tract 4215, Fairfax County, Virginia",510594215003,882,425,425,248,177,0,457,51,59,421500,3
"Block Group 2, Census Tract 4216, Fairfax County, Virginia",510594216002,1937,1534,1534,1447,87,0,403,51,59,421600,2
"Block Group 2, Census Tract 4217.01, Fairfax County, Virginia",510594217012,1173,893,832,789,43,61,280,51,59,421701,2
"Block Group 1, Census Tract 4218, Fairfax County, Virginia",510594218001,1783,1475,1440,1397,43,35,308,51,59,421800,1
"Block Group 1, Census Tract 4219, Fairfax County, Virginia",510594219001,596,413,149,120,29,264,183,51,59,421900,1
"Block Group 3, Census Tract 4219, Fairfax County, Virginia",510594219003,248,200,168,168,0,32,48,51,59,421900,3
"Block Group 1, Census Tract 4221.01, Fairfax County, Virginia",510594221011,1840,1528,1381,1309,72,147,312,51,59,422101,1
"Block Group 4, Census Tract 4221.01, Fairfax County, Virginia",510594221014,1315,1094,1094,1094,0,0,221,51,59,422101,4
"Block Group 3, Census Tract 4221.02, Fairfax County, Virginia",510594221023,836,640,640,585,55,0,196,51,59,422102,3
"Block Group 2, Census Tract 4222.01, Fairfax County, Virginia",510594222012,1189,872,872,826,46,0,317,51,59,422201,2
"Block Group 1, Census Tract 4224.03, Fairfax County, Virginia",510594224031,1244,799,778,771,7,21,445,51,59,422403,1
"Block Group 2, Census Tract 4301.01, Fairfax County, Virginia",510594301012,1283,882,875,868,7,7,401,51,59,430101,2
"Block Group 1, Census Tract 4302.01, Fairfax County, Virginia",510594302011,1877,1254,1208,1122,86,46,623,51,59,430201,1
"Block Group 1, Census Tract 4302.02, Fairfax County, Virginia",510594302021,1425,976,963,914,49,13,449,51,59,430202,1
"Block Group 1, Census Tract 4302.03, Fairfax County, Virginia",510594302031,2395,1745,1745,1639,106,0,650,51,59,430203,1
"Block Group 3, Census Tract 4304, Fairfax County, Virginia",510594304003,1899,1344,1344,1293,51,0,555,51,59,430400,3
"Block Group 2, Census Tract 4306, Fairfax County, Virginia",510594306002,692,545,534,498,36,11,147,51,59,430600,2
"Block Group 1, Census Tract 4307, Fairfax County, Virginia",510594307001,1666,997,989,905,84,8,669,51,59,430700,1
"Block Group 2, Census Tract 4308.01, Fairfax County, Virginia",510594308012,1881,1222,1195,1195,0,27,659,51,59,430801,2
"Block Group 3, Census Tract 4308.02, Fairfax County, Virginia",510594308023,1212,987,941,928,13,46,225,51,59,430802,3
"Block Group 1, Census Tract 4309.02, Fairfax County, Virginia",510594309021,1132,881,881,820,61,0,251,51,59,430902,1
"Block Group 2, Census Tract 4310.01, Fairfax County, Virginia",510594310012,1217,711,674,634,40,37,506,51,59,431001,2
"Block Group 1, Census Tract 301, Russell County, Virginia",511670301001,1025,350,350,256,94,0,675,51,167,30100,1
"Block Group 4, Census Tract 301, Russell County, Virginia",511670301004,683,189,189,179,10,0,494,51,167,30100,4
"Block Group 2, Census Tract 302.01, Russell County, Virginia",511670302012,102,19,19,7,12,0,83,51,167,30201,2
"Block Group 1, Census Tract 302.02, Russell County, Virginia",511670302021,1673,695,695,643,52,0,978,51,167,30202,1
"Block Group 2, Census Tract 303, Russell County, Virginia",511670303002,863,349,349,349,0,0,514,51,167,30300,2
"Block Group 1, Census Tract 304.02, Russell County, Virginia",511670304021,1053,662,662,660,2,0,391,51,167,30402,1
"Block Group 2, Census Tract 304.03, Russell County, Virginia",511670304032,350,100,100,100,0,0,250,51,167,30403,2
"Block Group 1, Census Tract 304.04, Russell County, Virginia",511670304041,953,465,465,417,48,0,488,51,167,30404,1
"Block Group 2, Census Tract 305, Russell County, Virginia",511670305002,439,251,251,235,16,0,188,51,167,30500,2
"Block Group 2, Census Tract 306, Russell County, Virginia",511670306002,952,357,357,346,11,0,595,51,167,30600,2
"Block Group 1, Census Tract 301, Scott County, Virginia",511690301001,609,238,238,231,7,0,371,51,169,30100,1
"Block Group 1, Census Tract 302, Scott County, Virginia",511690302001,1369,254,254,246,8,0,1115,51,169,30200,1
"Block Group 4, Census Tract 302, Scott County, Virginia",511690302004,302,99,99,99,0,0,203,51,169,30200,4
"Block Group 3, Census Tract 303, Scott County, Virginia",511690303003,595,244,244,236,8,0,351,51,169,30300,3
"Block Group 3, Census Tract 402.01, Shenandoah County, Virginia",511710402013,1613,1122,1122,1070,52,0,491,51,171,40201,3
"Block Group 1, Census Tract 403, Shenandoah County, Virginia",511710403001,1596,1015,1014,971,43,1,581,51,171,40300,1
"Block Group 2, Census Tract 404, Shenandoah County, Virginia",511710404002,1337,875,875,842,33,0,462,51,171,40400,2
"Block Group 3, Census Tract 405.01, Shenandoah County, Virginia",511710405013,1533,874,874,820,54,0,659,51,171,40501,3
"Block Group 2, Census Tract 405.02, Shenandoah County, Virginia",511710405022,1215,824,824,811,13,0,391,51,171,40502,2
"Block Group 3, Census Tract 406, Shenandoah County, Virginia",511710406003,776,377,377,377,0,0,399,51,171,40600,3
"Block Group 3, Census Tract 407, Shenandoah County, Virginia",511710407003,1124,617,617,576,41,0,507,51,171,40700,3
"Block Group 3, Census Tract 408, Shenandoah County, Virginia",511710408003,622,389,389,389,0,0,233,51,171,40800,3
"Block Group 3, Census Tract 301, Smyth County, Virginia",511730301003,594,382,382,360,22,0,212,51,173,30100,3
"Block Group 2, Census Tract 302, Smyth County, Virginia",511730302002,543,285,285,274,11,0,258,51,173,30200,2
"Block Group 4, Census Tract 302, Smyth County, Virginia",511730302004,900,518,518,485,33,0,382,51,173,30200,4
"Block Group 3, Census Tract 303.01, Smyth County, Virginia",511730303013,695,310,310,299,11,0,385,51,173,30301,3
"Block Group 3, Census Tract 303.02, Smyth County, Virginia",511730303023,953,538,538,528,10,0,415,51,173,30302,3
"Block Group 2, Census Tract 304, Smyth County, Virginia",511730304002,964,564,564,553,11,0,400,51,173,30400,2
"Block Group 1, Census Tract 306, Smyth County, Virginia",511730306001,579,268,268,256,12,0,311,51,173,30600,1
"Block Group 2, Census Tract 2004.01, Southampton County, Virginia",511752004012,1936,968,968,968,0,0,968,51,175,200401,2
